title,description,category,brand,condition,price,seller_account_age_days,seller_review_count,seller_rating_average,prior_flagged_listings,active_listing_count,duplicate_photo,urgent_language,off_platform_contact,prohibited_language,brand_mismatch,label,source
Apple laptop excellent near Mirpur,excellent Apple laptop available near Mirpur. Inspection welcome before purchase.,laptop,Apple,excellent,65350,746,21,4.7,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
Nikon camera excellent near Mohammadpur,excellent Nikon camera available near Mohammadpur. Inspection welcome before purchase.,camera,Nikon,excellent,31850,745,16,4.6,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Hatil furniture excellent near Uttara,excellent Hatil furniture available near Uttara. Inspection welcome before purchase.,furniture,Hatil,excellent,12450,528,20,5.0,1,7,0,0,0,0,0,clean,synthetic_showcase_generator
Phoenix bicycle excellent near Badda,excellent Phoenix bicycle available near Badda. Inspection welcome before purchase.,bicycle,Phoenix,excellent,19650,465,7,4.0,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Samsung appliance excellent near Wari,excellent Samsung appliance available near Wari. Inspection welcome before purchase.,appliance,Samsung,excellent,16650,179,30,5.0,1,3,0,0,0,0,0,clean,synthetic_showcase_generator
Generic fashion excellent near Dhanmondi,excellent Generic fashion available near Dhanmondi. Inspection welcome before purchase.,fashion,Generic,excellent,3850,359,27,4.3,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Pearson books excellent near Banani,excellent Pearson books available near Banani. Inspection welcome before purchase.,books,Pearson,excellent,1600,620,12,4.8,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Sony gaming excellent near Gulshan,excellent Sony gaming available near Gulshan. Inspection welcome before purchase.,gaming,Sony,excellent,20900,327,7,4.0,1,1,0,0,0,0,0,clean,synthetic_showcase_generator
Baseus accessories excellent near Mirpur,excellent Baseus accessories available near Mirpur. Inspection welcome before purchase.,accessories,Baseus,excellent,4550,739,33,4.4,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
OnePlus phone good near Mohammadpur,good OnePlus phone available near Mohammadpur. Inspection welcome before purchase.,phone,OnePlus,good,36250,456,10,4.6,1,3,0,0,0,0,0,clean,synthetic_showcase_generator
Asus laptop good near Uttara,good Asus laptop available near Uttara. Inspection welcome before purchase.,laptop,Asus,good,48400,788,31,4.3,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Sony camera good near Badda,good Sony camera available near Badda. Inspection welcome before purchase.,camera,Sony,good,33400,326,25,4.5,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Regal furniture good near Wari,good Regal furniture available near Wari. Inspection welcome before purchase.,furniture,Regal,good,7900,804,28,4.6,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Giant bicycle good near Dhanmondi,good Giant bicycle available near Dhanmondi. Inspection welcome before purchase. Original receipt available.,bicycle,Giant,good,16200,94,15,4.5,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Walton appliance good near Banani,good Walton appliance available near Banani. Inspection welcome before purchase.,appliance,Walton,good,17600,332,12,4.5,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Sailor fashion good near Gulshan,good Sailor fashion available near Gulshan. Inspection welcome before purchase.,fashion,Sailor,good,3100,285,19,4.6,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Pearson books good near Mirpur,good Pearson books available near Mirpur. Inspection welcome before purchase.,books,Pearson,good,1150,514,26,4.7,1,1,0,0,0,0,0,clean,synthetic_showcase_generator
Sony gaming good near Mohammadpur,good Sony gaming available near Mohammadpur. Inspection welcome before purchase.,gaming,Sony,good,23600,645,25,4.4,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Baseus accessories good near Uttara,good Baseus accessories available near Uttara. Inspection welcome before purchase.,accessories,Baseus,good,4700,793,4,4.5,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Samsung phone fair near Badda,fair Samsung phone available near Badda. Inspection welcome before purchase.,phone,Samsung,fair,20100,635,27,4.5,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Apple laptop fair near Wari,fair Apple laptop available near Wari. Inspection welcome before purchase.,laptop,Apple,fair,37800,886,2,4.9,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
Canon camera fair near Dhanmondi,fair Canon camera available near Dhanmondi. Inspection welcome before purchase. Original receipt available.,camera,Canon,fair,20500,492,16,4.1,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Otobi furniture fair near Banani,fair Otobi furniture available near Banani. Inspection welcome before purchase.,furniture,Otobi,fair,6200,157,18,4.4,1,5,0,0,0,0,0,clean,synthetic_showcase_generator
Giant bicycle fair near Gulshan,fair Giant bicycle available near Gulshan. Inspection welcome before purchase.,bicycle,Giant,fair,8100,156,19,4.3,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Walton appliance fair near Mirpur,fair Walton appliance available near Mirpur. Inspection welcome before purchase.,appliance,Walton,fair,10100,868,17,4.8,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Yellow fashion fair near Mohammadpur,fair Yellow fashion available near Mohammadpur. Inspection welcome before purchase.,fashion,Yellow,fair,1450,317,16,4.6,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
OReilly books fair near Uttara,fair OReilly books available near Uttara. Inspection welcome before purchase.,books,OReilly,fair,700,567,18,4.5,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Microsoft gaming fair near Badda,fair Microsoft gaming available near Badda. Inspection welcome before purchase.,gaming,Microsoft,fair,12400,498,22,4.8,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
Baseus accessories fair near Wari,fair Baseus accessories available near Wari. Inspection welcome before purchase.,accessories,Baseus,fair,2350,651,15,5.0,1,8,0,0,0,0,0,clean,synthetic_showcase_generator
OnePlus phone poor near Dhanmondi,poor OnePlus phone available near Dhanmondi. Inspection welcome before purchase.,phone,OnePlus,poor,11850,464,19,4.3,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Apple laptop poor near Banani,poor Apple laptop available near Banani. Inspection welcome before purchase.,laptop,Apple,poor,19750,718,3,4.2,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Fujifilm camera poor near Gulshan,poor Fujifilm camera available near Gulshan. Inspection welcome before purchase.,camera,Fujifilm,poor,14100,829,29,4.1,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Otobi furniture poor near Mirpur,poor Otobi furniture available near Mirpur. Inspection welcome before purchase.,furniture,Otobi,poor,3450,623,35,4.3,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
Giant bicycle poor near Mohammadpur,poor Giant bicycle available near Mohammadpur. Inspection welcome before purchase.,bicycle,Giant,poor,4200,608,33,4.3,1,2,0,0,0,0,0,clean,synthetic_showcase_generator
Walton appliance poor near Uttara,poor Walton appliance available near Uttara. Inspection welcome before purchase.,appliance,Walton,poor,5000,580,30,4.3,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Sailor fashion poor near Badda,poor Sailor fashion available near Badda. Inspection welcome before purchase.,fashion,Sailor,poor,950,546,20,4.1,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Pearson books poor near Wari,poor Pearson books available near Wari. Inspection welcome before purchase.,books,Pearson,poor,400,825,20,4.2,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Sony gaming poor near Dhanmondi,poor Sony gaming available near Dhanmondi. Inspection welcome before purchase. Original receipt available.,gaming,Sony,poor,7300,823,12,4.6,1,6,0,0,0,0,0,clean,synthetic_showcase_generator
Baseus accessories poor near Banani,poor Baseus accessories available near Banani. Inspection welcome before purchase.,accessories,Baseus,poor,1900,490,27,4.8,1,1,0,0,0,0,0,clean,synthetic_showcase_generator
Samsung phone new near Gulshan,new Samsung phone available near Gulshan. Inspection welcome before purchase.,phone,Samsung,new,49750,205,4,4.4,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Dell laptop new near Mirpur,new Dell laptop available near Mirpur. Inspection welcome before purchase.,laptop,Dell,new,88500,474,20,4.7,1,3,0,0,0,0,0,clean,synthetic_showcase_generator
Fujifilm camera new near Mohammadpur,new Fujifilm camera available near Mohammadpur. Inspection welcome before purchase.,camera,Fujifilm,new,54250,357,16,4.7,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Local furniture new near Uttara,new Local furniture available near Uttara. Inspection welcome before purchase.,furniture,Local,new,12100,402,24,4.5,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Trek bicycle new near Badda,new Trek bicycle available near Badda. Inspection welcome before purchase.,bicycle,Trek,new,17650,455,11,4.3,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
LG appliance new near Wari,new LG appliance available near Wari. Inspection welcome before purchase. Original receipt available.,appliance,LG,new,19100,373,25,4.0,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Generic fashion new near Dhanmondi,"no inspection sale. IMO only, pay deposit first before inspection.",fashion,Generic,new,1050,5,0,3.4,0,3,0,1,1,0,0,fraud,synthetic_showcase_generator
OReilly books new near Banani,"bkash only sale. WhatsApp only, pay deposit first before inspection.",books,OReilly,new,600,6,0,1.2,4,6,0,1,1,0,0,fraud,synthetic_showcase_generator
Nintendo gaming new near Gulshan,"urgent sale. IMO only, pay deposit first before inspection.",gaming,Nintendo,new,15450,4,0,0.4,3,3,0,1,1,0,0,fraud,synthetic_showcase_generator
Apple accessories new near Mirpur,"final price today sale. outside app only, pay deposit first before inspection.",accessories,Apple,new,2100,6,1,2.7,3,7,0,1,1,0,0,fraud,synthetic_showcase_generator
Xiaomi phone excellent near Mohammadpur,"no inspection sale. IMO only, pay deposit first before inspection.",phone,Xiaomi,excellent,9000,6,0,2.3,3,4,0,1,1,0,0,fraud,synthetic_showcase_generator
HP laptop excellent near Uttara,"no inspection sale. Telegram only, pay deposit first before inspection.",laptop,HP,excellent,15750,1,1,2.2,3,11,0,1,1,0,0,fraud,synthetic_showcase_generator
Fujifilm camera excellent near Badda,"inbox fast sale. outside app only, pay deposit first before inspection.",camera,Fujifilm,excellent,8900,2,1,2.8,3,3,0,1,1,0,0,fraud,synthetic_showcase_generator
Local furniture excellent near Wari,"bkash only sale. direct call only, pay deposit first before inspection.",furniture,Local,excellent,2750,1,0,2.6,2,4,0,1,1,0,0,fraud,synthetic_showcase_generator
Trek bicycle excellent near Dhanmondi,"no inspection sale. WhatsApp only, pay deposit first before inspection.",bicycle,Trek,excellent,4850,3,1,3.6,0,8,0,1,1,0,0,fraud,synthetic_showcase_generator
Samsung appliance excellent near Banani,"bkash only sale. direct call only, pay deposit first before inspection.",appliance,Samsung,excellent,6300,2,0,0.7,0,5,0,1,1,0,0,fraud,synthetic_showcase_generator
Generic fashion excellent near Gulshan,"advance sale. IMO only, pay deposit first before inspection.",fashion,Generic,excellent,1100,4,0,0.5,3,11,0,1,1,0,0,fraud,synthetic_showcase_generator
Nilkhet books excellent near Mirpur,"no inspection sale. WhatsApp only, pay deposit first before inspection.",books,Nilkhet,excellent,800,4,0,0.3,3,10,0,1,1,0,0,fraud,synthetic_showcase_generator
Logitech gaming excellent near Mohammadpur,"final price today sale. direct call only, pay deposit first before inspection.",gaming,Logitech,excellent,8300,1,1,0.4,0,8,0,1,1,0,0,fraud,synthetic_showcase_generator
Generic accessories excellent near Uttara,"bkash only sale. Telegram only, pay deposit first before inspection.",accessories,Generic,excellent,2200,5,1,3.4,4,4,0,1,1,0,0,fraud,synthetic_showcase_generator
OnePlus phone good near Badda,"token money sale. direct call only, pay deposit first before inspection.",phone,OnePlus,good,12650,0,0,1.9,3,12,0,1,1,0,0,fraud,synthetic_showcase_generator
Dell laptop good near Wari,"token money sale. outside app only, pay deposit first before inspection.",laptop,Dell,good,18500,6,1,1.6,0,7,0,1,1,0,0,fraud,synthetic_showcase_generator
Fujifilm camera good near Dhanmondi,"urgent sale. direct call only, pay deposit first before inspection.",camera,Fujifilm,good,12200,5,0,1.2,2,6,0,1,1,0,0,fraud,synthetic_showcase_generator
Local furniture good near Banani,"advance sale. direct call only, pay deposit first before inspection.",furniture,Local,good,1550,6,1,0.8,4,4,0,1,1,0,0,fraud,synthetic_showcase_generator
Giant bicycle good near Gulshan,"bkash only sale. IMO only, pay deposit first before inspection.",bicycle,Giant,good,4900,6,0,0.0,3,11,0,1,1,0,0,fraud,synthetic_showcase_generator
Walton appliance good near Mirpur,"advance sale. IMO only, pay deposit first before inspection.",appliance,Walton,good,7100,3,1,2.9,0,8,0,1,1,0,0,fraud,synthetic_showcase_generator
Yellow fashion good near Mohammadpur,Same photo repost. inbox fast pickup near Mohammadpur.,fashion,Yellow,good,1000,4,1,1.4,3,11,1,1,0,0,0,duplicate,synthetic_showcase_generator
Nilkhet books good near Uttara,Same photo repost. bkash only pickup near Uttara.,books,Nilkhet,good,500,3,0,0.6,2,12,1,1,0,0,0,duplicate,synthetic_showcase_generator
Microsoft gaming good near Badda,Same photo repost. token money pickup near Badda.,gaming,Microsoft,good,8300,2,1,3.2,4,7,1,1,0,0,0,duplicate,synthetic_showcase_generator
Apple accessories good near Wari,Same photo repost. urgent pickup near Wari.,accessories,Apple,good,1600,5,1,2.5,4,10,1,1,0,0,0,duplicate,synthetic_showcase_generator
OnePlus phone fair near Dhanmondi,Same photo repost. inbox fast pickup near Dhanmondi.,phone,OnePlus,fair,9250,2,1,1.8,0,9,1,1,0,0,0,duplicate,synthetic_showcase_generator
Dell laptop fair near Banani,Same photo repost. final price today pickup near Banani.,laptop,Dell,fair,7850,5,1,0.8,0,8,1,1,0,0,0,duplicate,synthetic_showcase_generator
Fujifilm camera fair near Gulshan,Same photo repost. bkash only pickup near Gulshan.,camera,Fujifilm,fair,7150,3,1,0.6,1,4,1,1,0,0,0,duplicate,synthetic_showcase_generator
Otobi furniture fair near Mirpur,Same photo repost. final price today pickup near Mirpur.,furniture,Otobi,fair,1550,3,1,2.0,3,4,1,1,0,0,0,duplicate,synthetic_showcase_generator
Giant bicycle fair near Mohammadpur,Same photo repost. advance pickup near Mohammadpur.,bicycle,Giant,fair,5500,3,0,3.0,4,4,1,1,0,0,0,duplicate,synthetic_showcase_generator
driving license service near Uttara,NID card available. WhatsApp for direct deal.,appliance,Walton,fair,1550,4,1,2.2,4,7,0,0,1,1,0,prohibited,synthetic_showcase_generator
sim card service near Badda,sim card available. Telegram for direct deal.,fashion,Sailor,fair,6100,1,1,2.1,0,12,0,0,1,1,0,prohibited,synthetic_showcase_generator
bank account service near Wari,driving license available. direct call for direct deal.,books,Nilkhet,fair,1850,0,1,2.9,1,3,0,0,1,1,0,prohibited,synthetic_showcase_generator
passport service near Dhanmondi,driving license available. Telegram for direct deal.,gaming,Sony,fair,5900,3,1,0.1,4,7,0,0,1,1,0,prohibited,synthetic_showcase_generator
driving license service near Banani,bank account available. WhatsApp for direct deal.,accessories,Generic,fair,4850,0,0,2.2,1,11,0,0,1,1,0,prohibited,synthetic_showcase_generator
driving license service near Gulshan,driving license available. direct call for direct deal.,phone,OnePlus,poor,5600,2,1,0.4,1,6,0,0,1,1,0,prohibited,synthetic_showcase_generator
bank account service near Mirpur,sim card available. direct call for direct deal.,laptop,Apple,poor,4050,3,1,0.7,1,11,0,0,1,1,0,prohibited,synthetic_showcase_generator
Fujifilm Samsung mixed listing,Brand field and title do not match. final price today.,camera,Fujifilm,poor,16400,6,0,2.9,1,8,0,0,0,0,1,spam,synthetic_showcase_generator
Local Sony mixed listing,Brand field and title do not match. advance.,furniture,Local,poor,3550,1,1,3.1,3,8,0,0,0,0,1,spam,synthetic_showcase_generator
Trek LG mixed listing,Brand field and title do not match. inbox fast.,bicycle,Trek,poor,4150,5,1,0.2,0,5,0,0,0,0,1,spam,synthetic_showcase_generator
Samsung Generic mixed listing,Brand field and title do not match. no inspection.,appliance,Samsung,poor,2750,2,0,2.7,4,12,0,0,0,0,1,spam,synthetic_showcase_generator
Yellow Sony mixed listing,Brand field and title do not match. advance.,fashion,Yellow,poor,1400,0,1,1.9,4,5,0,0,0,0,1,spam,synthetic_showcase_generator
Nilkhet Duranta mixed listing,Brand field and title do not match. bkash only.,books,Nilkhet,poor,450,0,1,0.4,0,12,0,0,0,0,1,spam,synthetic_showcase_generator
Nintendo Apple mixed listing,Brand field and title do not match. urgent.,gaming,Nintendo,poor,4250,5,0,0.8,1,9,0,0,0,0,1,spam,synthetic_showcase_generator
Anker Hatil mixed listing,Brand field and title do not match. advance.,accessories,Anker,poor,1600,0,0,3.2,3,8,0,0,0,0,1,spam,synthetic_showcase_generator
OnePlus phone new near Mohammadpur,new OnePlus phone available near Mohammadpur. Inspection welcome before purchase.,phone,OnePlus,new,55950,440,34,4.6,1,1,0,0,0,0,0,clean,synthetic_showcase_generator
Lenovo laptop new near Uttara,new Lenovo laptop available near Uttara. Inspection welcome before purchase.,laptop,Lenovo,new,59950,284,32,4.9,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Sony camera new near Badda,new Sony camera available near Badda. Inspection welcome before purchase.,camera,Sony,new,42850,690,34,4.5,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Hatil furniture new near Wari,new Hatil furniture available near Wari. Inspection welcome before purchase.,furniture,Hatil,new,14900,553,29,4.1,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Duranta bicycle new near Dhanmondi,new Duranta bicycle available near Dhanmondi. Inspection welcome before purchase. Original receipt available.,bicycle,Duranta,new,24750,365,27,4.6,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Singer appliance new near Banani,new Singer appliance available near Banani. Inspection welcome before purchase.,appliance,Singer,new,29000,631,19,4.4,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Generic fashion new near Gulshan,new Generic fashion available near Gulshan. Inspection welcome before purchase.,fashion,Generic,new,3700,63,10,4.6,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Cambridge books new near Mirpur,new Cambridge books available near Mirpur. Inspection welcome before purchase.,books,Cambridge,new,1850,246,26,4.8,1,3,0,0,0,0,0,clean,synthetic_showcase_generator
Sony gaming new near Mohammadpur,new Sony gaming available near Mohammadpur. Inspection welcome before purchase.,gaming,Sony,new,32300,399,17,4.5,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Apple accessories new near Uttara,new Apple accessories available near Uttara. Inspection welcome before purchase.,accessories,Apple,new,5700,432,28,4.3,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
OnePlus phone excellent near Badda,excellent OnePlus phone available near Badda. Inspection welcome before purchase.,phone,OnePlus,excellent,47100,756,11,4.9,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Lenovo laptop excellent near Wari,excellent Lenovo laptop available near Wari. Inspection welcome before purchase.,laptop,Lenovo,excellent,56850,618,19,5.0,1,7,0,0,0,0,0,clean,synthetic_showcase_generator
Nikon camera excellent near Dhanmondi,excellent Nikon camera available near Dhanmondi. Inspection welcome before purchase.,camera,Nikon,excellent,39100,231,29,4.9,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Otobi furniture excellent near Banani,excellent Otobi furniture available near Banani. Inspection welcome before purchase.,furniture,Otobi,excellent,8800,720,33,4.4,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Duranta bicycle excellent near Gulshan,excellent Duranta bicycle available near Gulshan. Inspection welcome before purchase.,bicycle,Duranta,excellent,19500,307,30,4.9,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Singer appliance excellent near Mirpur,excellent Singer appliance available near Mirpur. Inspection welcome before purchase.,appliance,Singer,excellent,21200,621,28,4.9,1,8,0,0,0,0,0,clean,synthetic_showcase_generator
Aarong fashion excellent near Mohammadpur,excellent Aarong fashion available near Mohammadpur. Inspection welcome before purchase.,fashion,Aarong,excellent,3200,899,23,4.3,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
OReilly books excellent near Uttara,excellent OReilly books available near Uttara. Inspection welcome before purchase.,books,OReilly,excellent,1450,586,23,4.1,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Microsoft gaming excellent near Badda,excellent Microsoft gaming available near Badda. Inspection welcome before purchase.,gaming,Microsoft,excellent,21650,63,34,4.1,1,8,0,0,0,0,0,clean,synthetic_showcase_generator
Anker accessories excellent near Wari,excellent Anker accessories available near Wari. Inspection welcome before purchase. Original receipt available.,accessories,Anker,excellent,6250,623,24,4.5,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
OnePlus phone good near Dhanmondi,good OnePlus phone available near Dhanmondi. Inspection welcome before purchase.,phone,OnePlus,good,28200,297,5,4.6,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Dell laptop good near Banani,good Dell laptop available near Banani. Inspection welcome before purchase.,laptop,Dell,good,44950,350,12,4.1,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Nikon camera good near Gulshan,good Nikon camera available near Gulshan. Inspection welcome before purchase.,camera,Nikon,good,31750,517,6,4.7,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Hatil furniture good near Mirpur,good Hatil furniture available near Mirpur. Inspection welcome before purchase.,furniture,Hatil,good,7100,548,32,4.8,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
Phoenix bicycle good near Mohammadpur,good Phoenix bicycle available near Mohammadpur. Inspection welcome before purchase.,bicycle,Phoenix,good,13550,268,22,4.4,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Walton appliance good near Uttara,good Walton appliance available near Uttara. Inspection welcome before purchase.,appliance,Walton,good,18700,511,33,4.6,1,5,0,0,0,0,0,clean,synthetic_showcase_generator
Yellow fashion good near Badda,good Yellow fashion available near Badda. Inspection welcome before purchase.,fashion,Yellow,good,2550,857,7,4.3,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
OReilly books good near Wari,good OReilly books available near Wari. Inspection welcome before purchase.,books,OReilly,good,1050,401,20,4.8,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Nintendo gaming good near Dhanmondi,good Nintendo gaming available near Dhanmondi. Inspection welcome before purchase.,gaming,Nintendo,good,17400,410,3,4.3,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Anker accessories good near Banani,good Anker accessories available near Banani. Inspection welcome before purchase.,accessories,Anker,good,3600,702,13,4.6,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
OnePlus phone fair near Gulshan,fair OnePlus phone available near Gulshan. Inspection welcome before purchase.,phone,OnePlus,fair,22200,81,32,4.1,1,2,0,0,0,0,0,clean,synthetic_showcase_generator
Lenovo laptop fair near Mirpur,fair Lenovo laptop available near Mirpur. Inspection welcome before purchase. Original receipt available.,laptop,Lenovo,fair,31100,757,23,4.9,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Fujifilm camera fair near Mohammadpur,fair Fujifilm camera available near Mohammadpur. Inspection welcome before purchase.,camera,Fujifilm,fair,23650,426,14,4.7,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Otobi furniture fair near Uttara,fair Otobi furniture available near Uttara. Inspection welcome before purchase.,furniture,Otobi,fair,5850,548,8,4.1,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Giant bicycle fair near Badda,fair Giant bicycle available near Badda. Inspection welcome before purchase. Original receipt available.,bicycle,Giant,fair,9700,150,1,4.5,1,4,0,0,0,0,0,clean,synthetic_showcase_generator
Walton appliance fair near Wari,fair Walton appliance available near Wari. Inspection welcome before purchase.,appliance,Walton,fair,12250,229,15,4.2,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
Generic fashion fair near Dhanmondi,fair Generic fashion available near Dhanmondi. Inspection welcome before purchase.,fashion,Generic,fair,1800,150,24,4.7,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Nilkhet books fair near Banani,fair Nilkhet books available near Banani. Inspection welcome before purchase.,books,Nilkhet,fair,650,29,24,4.2,1,3,0,0,0,0,0,clean,synthetic_showcase_generator
Microsoft gaming fair near Gulshan,fair Microsoft gaming available near Gulshan. Inspection welcome before purchase.,gaming,Microsoft,fair,11650,800,15,4.7,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Generic accessories fair near Mirpur,fair Generic accessories available near Mirpur. Inspection welcome before purchase.,accessories,Generic,fair,2950,728,5,5.0,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Apple phone poor near Mohammadpur,poor Apple phone available near Mohammadpur. Inspection welcome before purchase.,phone,Apple,poor,15550,143,18,4.1,1,1,0,0,0,0,0,clean,synthetic_showcase_generator
Dell laptop poor near Uttara,poor Dell laptop available near Uttara. Inspection welcome before purchase.,laptop,Dell,poor,21100,324,34,4.3,1,1,0,0,0,0,0,clean,synthetic_showcase_generator
Fujifilm camera poor near Badda,poor Fujifilm camera available near Badda. Inspection welcome before purchase.,camera,Fujifilm,poor,12900,425,7,4.9,1,3,0,0,0,0,0,clean,synthetic_showcase_generator
Regal furniture poor near Wari,poor Regal furniture available near Wari. Inspection welcome before purchase.,furniture,Regal,poor,3350,52,10,4.2,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Duranta bicycle poor near Dhanmondi,poor Duranta bicycle available near Dhanmondi. Inspection welcome before purchase.,bicycle,Duranta,poor,5000,166,19,4.5,1,1,0,0,0,0,0,clean,synthetic_showcase_generator
LG appliance poor near Banani,poor LG appliance available near Banani. Inspection welcome before purchase.,appliance,LG,poor,7300,859,33,4.2,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Generic fashion poor near Gulshan,poor Generic fashion available near Gulshan. Inspection welcome before purchase.,fashion,Generic,poor,850,290,19,4.4,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
OReilly books poor near Mirpur,poor OReilly books available near Mirpur. Inspection welcome before purchase.,books,OReilly,poor,500,205,15,4.6,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Sony gaming poor near Mohammadpur,poor Sony gaming available near Mohammadpur. Inspection welcome before purchase.,gaming,Sony,poor,6700,625,8,4.3,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Generic accessories poor near Uttara,poor Generic accessories available near Uttara. Inspection welcome before purchase.,accessories,Generic,poor,1300,526,25,4.8,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Apple phone new near Badda,new Apple phone available near Badda. Inspection welcome before purchase.,phone,Apple,new,49750,429,24,4.9,1,1,0,0,0,0,0,clean,synthetic_showcase_generator
Asus laptop new near Wari,new Asus laptop available near Wari. Inspection welcome before purchase.,laptop,Asus,new,91600,675,14,4.3,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Canon camera new near Dhanmondi,new Canon camera available near Dhanmondi. Inspection welcome before purchase.,camera,Canon,new,52850,767,2,4.5,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Hatil furniture new near Banani,new Hatil furniture available near Banani. Inspection welcome before purchase.,furniture,Hatil,new,9900,90,9,4.4,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Trek bicycle new near Gulshan,new Trek bicycle available near Gulshan. Inspection welcome before purchase.,bicycle,Trek,new,20050,881,29,4.6,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Singer appliance new near Mirpur,new Singer appliance available near Mirpur. Inspection welcome before purchase.,appliance,Singer,new,28150,477,26,4.7,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Sailor fashion new near Mohammadpur,"urgent sale. outside app only, pay deposit first before inspection.",fashion,Sailor,new,2100,0,1,3.4,4,8,0,1,1,0,0,fraud,synthetic_showcase_generator
Nilkhet books new near Uttara,"no inspection sale. IMO only, pay deposit first before inspection.",books,Nilkhet,new,500,2,0,1.9,4,5,0,1,1,0,0,fraud,synthetic_showcase_generator
Nintendo gaming new near Badda,"final price today sale. outside app only, pay deposit first before inspection.",gaming,Nintendo,new,6850,0,0,3.1,4,3,0,1,1,0,0,fraud,synthetic_showcase_generator
Anker accessories new near Wari,"token money sale. outside app only, pay deposit first before inspection.",accessories,Anker,new,2900,6,1,1.5,0,7,0,1,1,0,0,fraud,synthetic_showcase_generator
